,comments,dateStamp
538,That to sell vaccine to,2021-05-18T16:35:30Z
539,recipient of,2021-05-18T16:32:02Z
540,yes all v4cc5 are highly effective if u want 2 die !,2021-05-18T16:31:01Z
541,Nonsense,2021-05-18T16:30:09Z
542,hum ko vaccine ?,2021-05-18T16:29:37Z
543,I like her . What ' s her name ?? If ............. anyone ....😁😁😁😁,2021-05-18T16:29:30Z
544,Good selling strategy . There was another study saying this vaccine 37 % efficacy against South Variant .,2021-05-18T16:29:07Z
545,May be a big bluff to the world in 2021 I feel the best is of,2021-05-18T16:24:47Z
546,"12 , 000 tested positive after being",2021-05-18T16:24:08Z
547,Two later 60 % - 70 %,2021-05-18T16:21:09Z
548,ko virus se ya se,2021-05-18T16:19:42Z
549,The new research that : She ' s the most adorable and anchor ❤️,2021-05-18T16:17:21Z
550,cartel is a crime again humanity,2021-05-18T16:17:05Z
551,"Genocide ! Experimental cv19 have over 40 , 000 and according to ! of of catching covid ! Not one of these experimental cv19 is by the ! Only being used under emergency use ! Do not be their guinea pig ! the code !",2021-05-18T16:16:43Z
552,Highly effective ... For those present in it 😏😏,2021-05-18T16:07:37Z
553,YOU ARE THE ... WAKE UP !!,2021-05-18T16:07:31Z
554,"If this is not true , is screwed .",2021-05-18T15:57:27Z
555,They just want to make profit in which is why they tried to block raw . And sell . . US government on their vaccine and it ' s only who can recover the,2021-05-18T15:57:19Z
556,This time we ' t believe US,2021-05-18T15:54:37Z
557,Now choose : will protect you 76 % today . but may give you heart attack in 5 ..,2021-05-18T15:54:18Z
558,Yeah but some study said they are less effective against 😅,2021-05-18T15:53:41Z
559,Vaccine politics over the world .. world Western world ... tragic,2021-05-18T15:53:35Z
560,:// . be / u0DF02NPz5k,2021-05-25T01:56:05Z
561,Well Said,2021-05-24T00:24:50Z
562,Hope we can solve Variant very soon .,2021-05-23T15:25:53Z
563,"The ' ' have . Some are waist down . have of massive blood . What is in those ' '? I say they are not , but something else .",2021-05-23T07:37:27Z
564,"In other news , water is wet",2021-05-21T10:44:10Z
565,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 :// . ons . . / / / / covid19deathsandhospitalisationsbypreexistingconditionandage,2021-05-20T10:48:25Z
566,.................. breve video :// web . . / / / 278648824001162 /,2021-05-20T05:40:47Z
567,Fact check ?.......... NONE ! ( we must be humble ) a Prove that Covid works on this strain ! And if it doesnt !? ................ No one Belive mate ! ....... Nearly 10m dead by now AND say its 3M tops ...( Thats a Fact ),2021-05-20T01:16:39Z
568,"No they are not , there are 6 people in hospital in all had one with both .... LIAR",2021-05-19T22:46:18Z
569,variant of * * virus 2019 / 2015,2021-05-19T14:33:02Z
570,What percentage more than the original is the Variant ?,2021-05-19T11:44:05Z
571,"Jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab , jab ...",2021-05-19T11:03:30Z
572,"Some Support Evolution of More - Virulent ,,,,,,, ,,,,,,,,, Are Pushing to Evolve ,,,, ,,,,, drug resistance",2021-05-19T10:59:08Z
573,It ’ s just as well he the in the provide protection against the so “ variant ” - especially as about 110 direct have landed into from since it went on our “ red list ”. Unbelievable !. Who in the government simply not been in charge of this deplorable act ?. Come on ! it ’ s time to stop “ Project Fear ”. Time to get back to normal !.,2021-05-19T09:26:47Z
574,Rubbish crap .,2021-05-19T08:48:46Z
575,Dont call it or other variant ... it is china / ( lab ) variant2,2021-05-19T07:31:01Z
576,I do not know how these lying can hold a straight face the jab is not a vaccine until 2024 when finish until then it is as the state an experimental drug which is why the drug are not liable for bad to the .,2021-05-19T06:30:26Z
577,"Consumer is being broken up into two , one for prescription and , the other for over - the - counter",2021-05-19T05:01:48Z
578,All I hear is people being so negative about Covid - 19,2021-05-19T02:44:10Z
579,How are people still believing this sh * t 🤣🤣,2021-05-19T00:54:43Z
580,There is no variant . An cameraman friend they are showing fake death on . The media are the biggest . The vaccine is not a vaccine . It ’ s not regulated nor tried and tested ! Do people not question the biggest push to have a jab ???? The queen is dead and is sitting in . Keep lying .,2021-05-19T00:30:12Z
581,Think we are stupid to believe that the people in the and didnt the so therefore they ended up in hospital . Tomorrow they will tell us the indan or new variant is resistant to and need a booster . This circus wont end unless we stop .,2021-05-18T23:12:48Z
582,Back in another pointless coming soon can see it happening again even through we been what a joke the only reason this variant is getting worse is because of people coming in and out of the country bojo the clown again,2021-05-18T20:53:54Z
583,! Here comes the science . 😂😂😂😂😂😂😂😂💩💩😂,2021-05-18T20:29:47Z
584,de de,2021-05-18T20:29:06Z
585,"Spoil yourself , . Have all mine",2021-05-18T20:27:42Z
586,What a vast,2021-05-18T20:25:53Z
587,Problem reaction solution . Order out of chaos is their motto . Fear is the weapon of choice,2021-05-18T20:21:33Z
588,What about the next mutation for Covid to replicate in order to survive ?,2021-05-18T20:01:45Z
589,The vaccine will last less than a year 😂,2021-05-18T19:26:12Z
590,"I ' already had my life interrupted enough because of this nonsense , through for the last year or so , I ' m not taking any notice of that buffoon any more variant ? How about the be quiet and leave us alone variant .",2021-05-18T18:38:03Z
591,variant of virus ? Look at WHO ' s hypocrisy,2021-05-18T16:18:07Z
592,Remember it is not Flu,2021-05-18T15:59:16Z
593,Here we go again .... let ’ s move in !,2021-05-18T15:59:15Z
594,"After the there will be more so we will never be free until we take action , and won ’ t care they are by now !!",2021-05-18T15:23:05Z
595,genocide should be .,2021-05-18T14:58:27Z
596,When is the Arctic variant coming ? I can ’ t wait - so exciting !,2021-05-18T14:57:12Z
597,I knew this was coming . Lair lair lair,2021-05-18T14:55:42Z
598,Then in the will not work so will be .,2021-05-18T14:46:08Z
599,I can ' t stand the sight of this guy !,2021-05-18T14:32:24Z
600,,2021-05-18T14:30:14Z
601,Now china is free . There is no variant .,2021-05-18T14:27:00Z
602,Breaking news : Prime Minister that due to the new covid variant people will be now the PUN JAB . Please start taking this covid variant seriously !!! My caught it and been in a for a week and he only just buried his .,2021-05-18T14:23:24Z
603,Sky News .,2021-05-18T14:19:03Z
604,This gremlin needs locking up . Unified Media have government showing the pandemic ended 19th March 2020 . 3 days before our house . All involved need arresting for covid fraud against the people,2021-05-18T14:09:26Z
605,So does my immune system .,2021-05-18T13:15:25Z
606,Wish we could get some in Parliament .,2021-05-18T11:33:45Z
607,Yet not long ago he around 1000 people are infected within the last 4 days,2021-05-18T11:26:27Z
608,Why are the media being in the and not holding these accountable ?,2021-05-18T11:26:09Z
609,This now become a huge deceitful drive for the vast glut of unwanted they have in stock .,2021-05-18T11:21:06Z
610,He needs locking up,2021-05-18T11:01:08Z
611,"Plot twist - there are no , test are and the "" "" it worse .",2021-05-18T10:52:15Z
612,still not getting the id rather die first .,2021-05-18T09:52:51Z
613,How do they manage to identify the Variant as the are well nigh identical ? It designed to keep project fear in sharp focus,2021-05-18T09:48:14Z
614,Remember : a genuine pandemic ' t need a 24 / 7 marketing campaign ... and ' don ' t come in .,2021-05-18T09:23:51Z
615,But there arent any,2021-05-18T09:14:20Z
616,Gallows,2021-05-18T09:08:37Z
617,Why are they all wearing now ?,2021-05-18T08:58:50Z
618,"Vitamin D ( Vitamin D 40ng / of blood . Your good , safe all , age ) . . Plus so many safe to jib jab kill shot being .",2021-05-18T08:50:39Z
619,Bloom 👍👍👍,2021-05-18T08:34:28Z
620,he needs to be careful what saying otherwise we ' be looking at another demonstration in on behalf of the if there ' s a free to fit one in 🤣🤣🤣🤣🤣,2021-05-18T08:34:06Z
621,that is convenient .. amazing,2021-05-18T08:30:57Z
622,"Another blatant lie from the corrupt government !! The vaccine don ' t STOP anything , and even if it did , its way too early to know . What variant is next ? the Snap , crackle and pop , its a Cereal killer of a virus",2021-05-18T08:26:32Z
623,Where are all the other why the hell are they not back in the house of commons 🤔🤔😡,2021-05-18T08:25:08Z
624,is the future investment in now will be decision to do especially with the current rate,2021-05-18T07:56:37Z
625,:-/,2021-05-18T07:56:26Z
626,"The only silver lining in all of this that the people that in are forever angry and continue to live miserable . All they care about is cheap , and gambling all their wages away . Leveling up he said ( ) I remember the they had on they when he won ! Bet your not feeling the same now .",2021-05-18T07:49:05Z
627,Highly,2021-05-18T07:32:33Z
628,Starting to appear like the club .,2021-05-18T07:21:57Z
629,Yes look at those in who ' t take their .... Its their own fault .. Really ?? I ' d thought more ur fault health minister for the over our .,2021-05-18T07:17:04Z
630,"The continue ... They have the public waving white already , when this tact ' t work they ' turn to shame tactics ..",2021-05-18T07:13:26Z
631,", South , , ....... what next ?",2021-05-18T07:13:19Z
632,Of course it does . The government don ' t . They just create chaos .,2021-05-18T07:12:16Z
633,Pushing the suspiciously hard .....,2021-05-18T07:05:53Z
634,,2021-05-18T07:01:53Z
635,A - HOLE,2021-05-18T06:30:22Z
636,"typical commie . create fear and keep brainwashing people , soon will announce that vaccine is good for cancer and all human just to sell it , pathetic basta *** :)",2021-05-18T06:28:46Z
637,Jail time soon for and his 🙏,2021-05-18T06:13:52Z
638,BREAKING NEWS !!!! This morning i found a white hair in my beard when i woke up,2021-05-18T05:58:11Z
639,Next covid from more dangerous the,2021-05-18T03:27:18Z
640,Nothing to see here . No one . UN Agenda 21 :// . / 112091 - 2 /,2021-05-18T02:05:59Z
641,and more .,2021-05-18T01:55:30Z
642,:// . be / mASWgpk_oaw,2021-05-18T00:52:54Z
643,More,2021-05-18T00:40:33Z
644,should be in,2021-05-18T00:25:53Z
645,This Pandemic of Panic - SIMPLY - in 3 flat ! :// . . / watch ? v =,2021-05-17T23:55:56Z
646,"When the variant , we ’ need the vaccine .",2021-05-17T23:53:08Z
647,He ’ s got some white powder on his suit jacket and his nose .,2021-05-17T23:51:22Z
648,Anyone the down on all are more than the about this 😂 people are waking up .,2021-05-17T23:44:33Z
649,Dangerous variant let ’ s open up,2021-05-17T23:37:05Z
650,Nothing but .,2021-05-17T23:25:42Z
651,Pray for your .... our government turned against the common people and serving another agenda !,2021-05-17T23:12:59Z
652,Are all the people on here as there anti,2021-05-17T23:10:25Z
653,Island and a four pound lump hammer each as a gift from humanity might be the best place for all of these fear to spend the rest of their .,2021-05-17T23:08:57Z
654,It ' t feel like it is,2021-05-17T23:06:54Z
655,"Hey ! And he should know ! He influenza ! it in fact ! Saved 20 , 000 , by doing totally nothing ! How modest of him . Never even it .",2021-05-17T23:03:49Z
656,"It ’ s not a vaccine , it ’ s a lethal injection !!",2021-05-17T23:01:06Z
657,god help us what next be got be cowboy next which we already have enough of them running the country but 19 in hospital not number u get more then that in mental health but this that young are less be and number is small more older population been should be reducing which been proven vaccine does work but all s s do is destroy leading to second epidemic of mental health which local s dont work anyway if did we never been in national in first place,2021-05-17T22:55:00Z
658,"It will soon be out of control . I understand people want back as they was , but with a leader like who never further than the end of his nose , he will let it get out of hand before doing anything , just like giving notice for people to come back unchecked . Enjoy your two of freedom because it ' s going to get withdrawn very soon",2021-05-17T22:50:30Z
659,"if the variant is so deadly , why are flying into from i guess theyre flying in for that dodgy deal off .",2021-05-17T22:49:26Z
660,the video ? Make sure you subscribe to our channel to never miss an interview ! :// t . / eQhfSBVm60 ? = 1,2021-05-17T10:47:23Z
661,"Very sure of himself , I hope he got it right .....",2021-05-29T22:27:13Z
662,The interviewer is a clown !,2021-05-29T18:26:38Z
663,Hill ’ t know what are in his own vaccine !?! He the entire way through this interview . I call .,2021-05-29T17:54:57Z
664,I can ' t believe that one person the vaccine . It of who rarely get any credit,2021-05-29T11:03:36Z
665,"£ Big and Government Lied to us .£ After City plan , COVID and . "" in , where was begun on 20 , from 28 , 395 to just 2 , 260 on May 22 . This an astounding 92 % drop .""",2021-05-29T07:36:48Z
666,That like a,2021-05-29T06:20:01Z
667,He like a big blood clot himself,2021-05-29T05:43:22Z
668,In 7 people under 60 getting second dose of sadly because of .,2021-05-29T03:22:58Z
669,He needs telling his sludge is not a vaccine .,2021-05-28T23:03:03Z
670,Thank goodness we have so many medical and it like all you have to do to be one is to post on .,2021-05-28T20:30:27Z
671,"Some goose here in this thread somewhere said that there is and other in the .. oh and this was not by the regulatory . F off .. this is a basic analysis to find it .. there is none of course . This guy somebody , and love telling the big , then love to watch how many d like his . Its a heroin rush equivalent for these who can ' t afford to get real heroin , to get ' '. It ' s a different way of shooting up and scrambling your mind",2021-05-28T07:15:35Z
672,vaccination .,2021-05-28T06:57:08Z
673,whats your view on people die from your vaccine ?,2021-05-27T22:10:16Z
674,Any body him about .,2021-05-27T19:46:48Z
675,Why NO mention of the direct links to the Eugenics Society ? like might be highly ?,2021-05-27T15:11:57Z
676,"Wow ! Thank you so much , brilliant University !!!",2021-05-27T10:58:02Z
677,for getting some from the horse ' s mouth .,2021-05-27T01:42:31Z
678,"Every answer more vague information than definite . It ' s as if he is crossing his and for the best ... Possible , like , may do , a chance of ... Covering his ass I feel .",2021-05-26T11:20:33Z
679,I am never going to take a vaccine by someone with a face like that !,2021-05-26T08:22:59Z
680,6 : 15 It ' s mainly the virus that is the vaccine itself ........ there it is . It ' s mainly the virus that is the vaccine itself . It ' s mainly the virus that is the vaccine itself .,2021-05-26T07:03:31Z
681,I don ' t want that vaccine I had blood clot before and think I still so no thanks to that,2021-05-26T01:42:29Z
682,Variant my arse just another excuse to control and push his vaccine they are all,2021-05-25T23:58:28Z
683,took vaccine meant for Canada . How did they get away with it & I don ’ t suppose got any ?,2021-05-25T18:06:15Z
684,ANTIBODY ENHANCEMENT .... another topic that to miss comment,2021-05-25T13:43:50Z
685,What about VERSUS no one about this at all,2021-05-25T13:41:01Z
686,Where the hell is the original Variant ? No one seem to be talking about it .,2021-05-25T11:23:24Z
687,"7 : 08 "" the biggest problem with covid vaccination on the planet at the moment is vaccine supply "" this in , ' s national vaccine program is doing not too bad .",2021-05-25T07:25:33Z
688,"Create a fake virus , make as many people as possible believe it ' s real , then make a fake vaccine to fight it , So the mass genocide program can go ahead right under everyone ' s nose . No one can deny that people have .",2021-05-25T06:58:10Z
689,that man is responsible for the death of of people and more have been left with some sort of disability .,2021-05-25T03:49:50Z
690,"I don ' t trust this guy , don ' t know why",2021-05-25T03:13:52Z
691,What a genius .... and to think he saved millions of ...,2021-05-24T17:37:33Z
692,"Excuse please , why did you not do research With with t cell . I am old wont survive covid but being told in this country I should not take . Heartsick lost",2021-05-24T17:16:59Z
693,Quite possibly ? Rubbish,2021-05-24T16:56:13Z
694,This host to play the race card . I get so tired of that . Screw him,2021-05-24T15:47:25Z
695,"At 6 : 24 : My own view is that you need both the viral vector and the spike antigen to contribute to this ( blood ). It ' s very interesting that it to be just in the last few that the second dose of vaccine , and most people have to as you know , ' t seem to do this ( they all of the blood from the first shot ?). That ' s a clue as to what ' s going on . ~ Hill There is no point in vaccination against COVID - 19 any longer , no pandemic longer than 2 .",2021-05-24T15:24:28Z
696,""" to a Substantial Extent "" ==( translation )==> you won ' t get ( as ) sick but it ' t enough to reach herd immunity ( based on the classical model and an R value of 2 . 5 ) against either the or South Variant .",2021-05-24T14:09:18Z
697,"I don ’ t trust any of you , this mem to me is a criminal as hi is sealing a vaccine that is killing people , made sick many , you are very terrible in this terrible injection , you all lie just make money with the life of people , horrible",2021-05-24T12:10:48Z
698,Simple exist . Antiviral 😄 Why this drama 🎭,2021-05-24T11:43:16Z
699,did not work against South and blood . and work better . Even J & J worked better .,2021-05-24T10:34:59Z
700,All ..,2021-05-24T08:44:29Z
701,"Covid shown its many but the deadly one is . This ' variant ' is killing many people ! With or without vaccine , with or without Covid people die .. Our death is in God ' s hand not in Covid , !",2021-05-24T06:12:49Z
702,"Public money goes into the vaccine research . Public should own the in public domain . No issue here really . As usual socialize risk and profit . Typically they do this through a highly educated work force that the public purse - in this instance it ' s very clear though . I As are that a patent waver is the best way to handle at the start of the pandemic - get moving on , publicly vaccine research so we ' re not in the same situation for the next tone .",2021-05-24T04:53:46Z
703,"WE do not need a vaccine for Malaria . WE already have a dirt - cheap treatment for the disease . It is a plant . The parasite no tolerance against the treatment because the whole plant is and not just a so - active ingredient , THere is no need for a vaccine when there is a very effective natural plant remedy , watch this report from 24 , THe only difference is the very low - cost low price technology . Waiting on a vaccine is positively criminal",2021-05-24T04:45:24Z
704,"So the vaccine works , but side effects , you still have to do quarantine and but also you are not for all the so ... why take it in the first place ? :) .... it to me that it ' s a mass experiment on all the population .... because they do not know yet , why those blood clothes occur .... so people are you ready to put this vaccine into your body ? ... ?",2021-05-24T02:29:49Z
705,What a pile of rubbish ... “ You should be - yes ” garbage .... my perspective of you ....,2021-05-23T23:42:55Z
706,This a ....,2021-05-23T18:59:42Z
707,keep away from it !!!!!!!!!!,2021-05-23T18:34:28Z
708,His answer for your question regarding after vaccination were too short ... we need more information,2021-05-23T16:50:01Z
709,This fool needs to be for his genocidal injection,2021-05-23T16:10:11Z
710,"- The New Magnet Challenge - Demand every / Nurse , Scientist and Politician to explain how they can coerce every man , woman , and child to inject an unknown substance with a colossal Dose of metal of such concentration and quantity that literally STICK to your BODY !!! - This is the Cover - Up Crime in Human History -",2021-05-23T13:56:55Z
711,Need more clinical .,2021-05-23T13:44:39Z
712,"Why is not wearing a mask , he might catch the "" deadly "" Covid ?!",2021-05-23T12:21:31Z
713,STOP CALLING IT AS VARIANT AS PER GIVEN BY WHO NAMING OF VIRUS VARIANT,2021-05-23T11:39:42Z
714,Misinformation and propaganda ! He does not know ! There is not enough time for anyone to know what is going to happen . Where you ? Why is there a non liability clause on all ? I hope you will end up in prison for your misinformation ! Shame !,2021-05-23T06:58:53Z
715,from :// vaccine . research . .,2021-05-23T05:01:39Z
716,He through the with surgical precision .,2021-05-23T04:03:22Z
717,Biochemical Device,2021-05-23T01:08:30Z
718,"Why Bovine Serum ? are cattle or , are beast , Therefore - vaccine you the Mark Of The Beast",2021-05-23T01:07:52Z
719,"Well , he out great but then when on the patent issue he turned into a politician . "" I can ' t see how that will have an immediate effect given blah blah blah "". Well , what if removing the a * non - immediate * effect such as massive of in low income like ... * next year * let ' s say ? Why does it always have to be * right now * in order for us to discard a good idea for the future ? * Right now * rich have full access to the limited . Tomorrow poor will have access to the * still limited * . How about removing the limitation through patent reform ?",2021-05-23T01:07:18Z
720,Shove it,2021-05-22T20:47:03Z
721,Really,2021-05-22T20:45:45Z
722,"I pray : that the use of fear to direct this planet , and to direct our , is no longer a requirement nor a seduction nor a temptation for humanity . that we may be free of the fear that ' s been ruling our . free , oh Lord . free from - hell . let us all see clearly how we are being by this covid hoax . the "" vaccine "" is the mark of the beast . may we never be marked .",2021-05-22T18:33:55Z
723,"“ it ’ s a huge mistake , it ’ s a scientific error and an inexplicable medical fault , history will take stock one day of all this , because it is indeed the vaccination that the variant ( quote Prof virologist and prize winner )",2021-05-22T18:23:25Z
724,It is not good enough to say you . You have to know when you come up with this vaccine . Tell this u to the family of people who have of blood .,2021-05-22T17:07:20Z
725,LOTS OF PEOPLE ? I DONT THINK SO !,2021-05-22T16:21:28Z
726,Bad idea to put in one basket .... .,2021-05-22T15:14:37Z
727,Check out ... they have 5 and doing it under . Pioneer .,2021-05-22T15:13:26Z
728,God rough he ' s like he was on the beer he ' s very full of though as covid 19 never been isolated in a lab so how can u have a variant of something u haven ' t isolated he full of,2021-05-22T12:36:30Z
729,' ' 🙄,2021-05-22T12:19:56Z
730,Genetically virus .,2021-05-22T11:22:48Z
731,So this is one of the in genocide . The smugness is sickening .,2021-05-22T11:07:43Z
732,Invent yep about right . our immune system was to take care of .,2021-05-22T10:46:35Z
733,Idealistic world would millions more cos if no no profit no investment no training no research,2021-05-22T09:47:47Z
734,"include to help your immune system respond and build immunity to a specific disease . For example : are very small of weak or dead that can cause . They help your immune system learn how to fight off faster and more effectively . The flu virus is an example of an antigen . , which are in some , are that help your immune system respond more strongly to a vaccine . This your immunity against the disease . Aluminum is an example of an adjuvant .",2021-05-22T09:46:35Z
735,Vaccine scam . All these people have money as so all the .,2021-05-22T08:56:19Z
736,Follow the money . Any treatment that is successful will wipe out the need for a vaccine,2021-05-22T08:11:29Z
737,:// news . sky . / story / covid - 19 - current - - - unlikely - to - protect - against - new - - in - future - sage - - 12312976,2021-05-22T08:07:09Z
738,:// . . / business / 2007 / / 06 / . health,2021-05-22T08:05:36Z
739,Nobody about how to achieve real health . Very sad .,2021-05-22T08:03:22Z
740,I ' keep doing what I ' m doing . d c zinc selenium iodine no . Never had the flu ever or in 36 . I hardly think ill spread what I don ' t have .,2021-05-22T08:02:41Z
741,"One of the honest that said was the "" severity of a pandemic on the health of its "" . Look around diabetes obesity lack of d .",2021-05-22T08:00:44Z
742,How many will be enough . When will it ever end . I will never trust pharmaceutical who have ALL been of for false and causing .,2021-05-22T07:58:31Z
743,Go and to the who are saving . Here is one of them :// . . / forum - topic / doctor - in - sa - - 4000 - covid - - with - no - /,2021-05-22T07:56:25Z
744,Any other illness you are told to seek early treatment to save your life . Corona virus stay at home until you can ' t breathe .,2021-05-22T07:50:06Z
745,Don ' t decline and then t memory take over,2021-05-22T07:46:07Z
746,"Careful people . is a State news network and is very subtle and clever the west , by himself .",2021-05-22T05:39:13Z
747,is after all not as good an university as you think . Over rate !,2021-05-22T05:29:52Z
748,Why was blocked by Big : :// . be / BLWQtT7dHGE,2021-05-22T03:54:20Z
749,variant ..... virus . Why double standard,2021-05-22T02:32:02Z
750,"The original variant that still ' t been isolated , propaganda",2021-05-22T00:44:30Z
751,The vaccine ' s great !,2021-05-22T00:25:03Z
752,"The spike protein is the real killer , and these turn all into spike protein and with no off switch",2021-05-21T22:13:52Z
753,Dandelion root tea the spike protein,2021-05-21T22:08:05Z
754,So you put a genocidal maniac on the show ... disgusting,2021-05-21T22:07:10Z
755,Still just in rolling review !,2021-05-21T20:10:10Z
756,"Fake news about vaccine , what you are layered !",2021-05-21T20:01:38Z
757,It ’ s all about the rich getting by us as guinea,2021-05-21T18:09:17Z
758,you look terrible like you ' just been with an experimental vaccine that animal . You have been by the biggest psychological operation in human history . Why don ' t you speak to the former chief scientific advisor for or one of the other out there calling this vaccine the biggest medical experiment on ever ? You just took a vaccine for a virus which a median mortality age of 83 + in most . This you ' re more likely to die of a road traffic accident .,2021-05-21T17:55:03Z
759,Another person tobe accountable when the truth comes out .,2021-05-21T17:45:17Z
760,:// . be / mASWgpk_oaw,2021-05-18T00:54:51Z
761,"variant , variant , south variant , variant . All to keep the fear mongering going . Well it aint working people do not believe this tripe .",2021-05-17T08:52:13Z
762,I came here to find out when the new Jackass movie is out .,2021-05-17T08:49:24Z
763,"We can name it , Brazil , variant . But we should not call it China virus / variant",2021-05-17T08:08:06Z
764,Should we really listen to this guy ? Hope he ’ s enjoying his life in the whilst that I cant visit my place over there . What a a f ## ing hypocrite . Ask him if a rope to access his apartment so he ’ t come in contact with anyone else in the block !,2021-05-17T08:07:30Z
765,Refuse to have any covid poison ! are just another lie and excuse to keep us all in a state of fear and more lock ! # # #,2021-05-16T23:02:01Z
766,"It ' s very effective , I ' got a new yacht .",2021-05-16T21:01:27Z
767,Why don ’ t get covid too what a scam man,2021-05-16T20:57:26Z
768,got old,2021-05-16T20:13:27Z
769,Does not look for people . It don ’ t have,2021-05-16T19:09:05Z
770,' t have been more far more effective just to impose hotel quarantine to all the people from abroad no matter what country they ' re coming from ? and New are covid free . Why is not .,2021-05-16T18:38:38Z
771,What me is that the government full well that this vaccine is of no good to anyone but they are that people take it tell the truth the real truth that the vaccine cause harm in the long run and that ’ s why parliament is not taking it seriously think everyone is an idiot am not,2021-05-16T18:30:38Z
772,This year is another write off,2021-05-16T17:35:26Z
773,"Experimental poison kill and bad side effects occur , ladies remember deformed your choice .",2021-05-16T16:42:45Z
774,"174 , 240 unique in the a handful of experimental booster at the same time . boomer .",2021-05-16T15:45:45Z
775,It works as well as their testing of .,2021-05-16T14:40:27Z
776,Propaganda for the 🐑,2021-05-16T14:21:39Z
777,Said yesterday that evidence the Jab Does not give much protection from the .. It works one minute and work the next . I Just don ' t trust,2021-05-16T13:58:26Z
778,"*“ The world is engaged in the clinical trial , the global vaccination trial ever .” Hunt , Federal Health Minister , 2021 .* :// . be / oz5T - DJv07U",2021-05-16T13:45:54Z
779,All . It ' s all about a control agenda .,2021-05-16T13:27:22Z
780,Sky News is shameful .,2021-05-16T12:45:05Z
781,What about the efficacy of the north diarrhea variant ?,2021-05-16T12:44:26Z
782,The problem I ' got with this we don ' t have a pandemic and never did,2021-05-16T12:39:53Z
783,"What about his opinion on the so ( ) breakthrough of original strain ? getting sick , oh dear .",2021-05-16T12:29:29Z
784,News next week - .,2021-05-16T12:27:33Z
785,"*“ The world is engaged in the clinical trial , the global vaccination trial ever .” Hunt , Federal Health Minister , 2021 .* :// . be / oz5T - DJv07U",2021-05-16T12:00:53Z
786,Don ' t want thrombosis so pro,2021-05-16T11:51:11Z
787,What about those who vaccine ' t in yet ? Don ' t we care about those people the under 50s ? Guess not .,2021-05-16T11:44:40Z
788,Am not an am fine an this man got a clue they told us all over 5os had been but now they haven ' t 🤣🤣🤣🤣 if I got told I had covid I would still go out not and I ' t wear a mask,2021-05-16T11:23:24Z
789,🤣🤣 still not getting it the government haven ' t been about people in this country to pass it on to me so I dont care who I pass it too,2021-05-16T11:21:31Z
790,"The are 1 % or , which is the true picture of effectiveness . They always tout the 95 % . Very deceptive !",2021-05-16T11:12:50Z
791,"*“ The world is engaged in the clinical trial , the global vaccination trial ever .” Hunt , Federal Health Minister , 2021 .* :// . be / oz5T - DJv07U",2021-05-16T10:57:55Z
792,"This man is a pseudo - scientist , prepared to lie on behalf of government for a pot of cash . Traitor .",2021-05-16T10:57:37Z
793,"And today saying , the variant like wildfire through the unvaccinated !",2021-05-16T10:56:49Z
794,"*“ The world is engaged in the clinical trial , the global vaccination trial ever .” Hunt , Federal Health Minister , 2021 .* :// . be / oz5T - DJv07U",2021-05-16T10:54:52Z
795,… :// . be / NApHzoRryb8,2021-05-16T10:46:39Z
796,"take vaccine and be never the same again , its all one giant satanic agenda ' s are all and fellow to to this is a spiritual agenda and war against humanity new",2021-05-16T10:44:33Z
797,"is yr typical mason puppet ! A magical variant , which is becoming a instant hit in the ! & so the , & the brainwashing , & of a 3 wave , with multiple might just save the day ! Thanks sly news , with the constant bombardment & scaremongering of so crisis , of there annual flu death rate ! Old & footage & working with the government in party , & not forgetting there compulsive lying media ! It ' s worked like a charm ! How can no one see through this is beyond me .",2021-05-16T10:41:04Z
798,No thanks,2021-05-16T10:39:36Z
799,Get stop listening to,2021-05-16T10:33:18Z
800,"🇮🇱 is deliberately residential , , and media . This is not self defence This is ethnic cleansing Why ’ t the government call for a ?",2021-05-16T10:32:51Z
801,If BoJo was a dog he would be forever chasing his own tail .,2021-05-16T10:24:04Z
802,Would we be at this point if BoJo had not tried to keep sweet over a trade deal and kept the open longer for them .,2021-05-16T10:22:22Z
803,"Sky really pushing this "" experimental "" jab . Shameful .",2021-05-16T10:22:13Z
804,❤️,2021-05-16T10:21:17Z
805,I ' got a pile of to do,2021-05-16T10:18:29Z
806,8SAUSAGESUNDAY,2021-05-16T10:14:21Z
807,soup,2021-05-16T10:14:14Z
808,need to start medicine again and follow what is working . We have that are far more effective then the untested non - poison vaccine,2021-05-28T13:15:40Z
809,IS A DOCTOR WHOP ONLY . HOPELESS PERSONALITY,2021-05-24T09:07:07Z
810,trial is going to kill more then then the virus,2021-05-20T09:56:58Z
811,ho,2021-05-20T05:18:12Z
812,All these starting from to this guy are part of the corrupt cabal . What a shameless guy he is .,2021-05-19T21:05:45Z
813,Doctor is not knowing completely it ... In US and Russia people got and corona came to normal over there ... In US no one is wearing mask and social .. are not into research are working don ' t worry ..,2021-05-19T12:38:14Z
814,"Interesting heading , this line was by the reporter and partially agreed by Doctor .",2021-05-19T08:45:00Z
815,"Everyone are giving different daily be it about , , oxygen , 3rd wave , 4th wave , open close ... all confusion ... future of is",2021-05-19T05:44:53Z
